Open,High,Low,Close,Volume,Dividends,Stock Splits
2.4600000381469727,2.5199999809265137,2.430000066757202,2.4700000286102295,6734800,0.0,0.0
2.4800000190734863,2.5199999809265137,2.450000047683716,2.4800000190734863,5160400,0.0,0.0
2.4700000286102295,2.4800000190734863,2.4000000953674316,2.4000000953674316,3919200,0.0,0.0
2.430000066757202,2.440000057220459,2.380000114440918,2.4200000762939453,4073700,0.0,0.0
2.4100000858306885,2.4800000190734863,2.359999895095825,2.380000114440918,7949700,0.0,0.0
2.440000057220459,2.4600000381469727,2.390000104904175,2.4200000762939453,6435800,0.0,0.0
2.4100000858306885,2.430000066757202,2.3499999046325684,2.380000114440918,18884700,0.0,0.0
2.4000000953674316,2.4600000381469727,2.380000114440918,2.440000057220459,6294400,0.0,0.0
2.450000047683716,2.4800000190734863,2.4000000953674316,2.450000047683716,8077900,0.0,0.0
2.430000066757202,2.440000057220459,2.359999895095825,2.390000104904175,7000400,0.0,0.0
2.440000057220459,2.559999942779541,2.4000000953674316,2.5399999618530273,19345500,0.0,0.0
2.440000057220459,2.5399999618530273,2.2799999713897705,2.5199999809265137,26960400,0.0,0.0
2.4700000286102295,2.630000114440918,2.450000047683716,2.619999885559082,15861400,0.0,0.0
2.5999999046325684,2.619999885559082,2.4200000762939453,2.430000066757202,12829700,0.0,0.0
2.440000057220459,2.509999990463257,2.4100000858306885,2.430000066757202,9309600,0.0,0.0
2.4000000953674316,2.4000000953674316,2.299999952316284,2.319999933242798,8096900,0.0,0.0
2.359999895095825,2.4100000858306885,2.3299999237060547,2.359999895095825,8053800,0.0,0.0
2.359999895095825,2.359999895095825,2.319999933242798,2.3499999046325684,7147300,0.0,0.0
2.3499999046325684,2.4100000858306885,2.319999933242798,2.3399999141693115,7853600,0.0,0.0
2.3399999141693115,2.450000047683716,2.3399999141693115,2.4100000858306885,8516100,0.0,0.0
2.4000000953674316,2.440000057220459,2.380000114440918,2.4200000762939453,5575900,0.0,0.0
2.4100000858306885,2.5,2.4000000953674316,2.490000009536743,7798700,0.0,0.0
